FID,FID_1,FID_1_1,DISTRICTID,NAME,AGENCY,AGENCYURL,CONTACT,PHONE,EMAIL,SUBTYPEFIE,LASTUPDATE,LASTEDITOR,created_us,created_da,last_edite,last_edi_1,SHAPE_Leng,SHAPE_Area,Count_,Sum_Zip,Sum_Buildi,Sum_Number,Sum_Width,Sum_Length,Sum_Square,Sum_Numb_1,Sum_Occupa,Sum_Latitu,Sum_YearBu,Sum_Longit,Sum_Assess,Sum_Statio,Count_1,Sum_totalR,Sum_Exposu,Sum_Patien,Sum_RunNum,Sum_Lati_1,Sum_Long_1
59,59,59,213,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9244.843782930000100,3877721.396290000100000,4,246417,20.000000000000000,1,110,200,22000,0,0,162.706972100000000,0,-358.433721499999990,0,20,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
60,60,60,207,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,14889.798223800000000,3705296.507189999800000,14,862464,87.000000000000000,8,325,300,98750,1,45,569.505342400000020,5799,-1254.546824699999900,0,61,1,2094,1,0,202000000000.000000000000000,40.681190999999998,-89.611188999999996
61,61,61,203,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9680.191599249999900,5210621.959750000400000,24,1478514,27.000000000000000,13,180,315,122900,2,466,976.469624500000010,2017,-2150.420107500000100,800000,156,6,12564,6,0,1212000000000.000000000000000,244.114420800000000,-537.630512200000000
62,62,62,209,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,4358.688812190000100,1174177.810749999900000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
63,63,63,206,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10057.122065800000000,3344273.073450000000000,11,677655,0.000000000000000,12,620,775,552000,0,0,447.615762099999980,0,-985.592815999999970,0,40,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
64,64,64,210,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,4667.746051340000100,905862.012532999970000,1,61605,0.000000000000000,0,0,0,0,0,0,40.688978100000000,0,-89.615735599999994,0,8,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
65,65,65,211,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,5376.395806690000400,1445465.538770000000000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,1,2094,1,0,202000000000.000000000000000,40.690479000000003,-89.614255000000000
66,66,66,204,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9972.069675849999800,4217866.201639999600000,19,1170505,0.000000000000000,11,400,200,134600,0,604,773.141630699999950,1993,-1702.526245800000000,0,112,5,10470,5,0,1010000000000.000000000000000,203.462789200000000,-448.028870799999990
67,67,67,214,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11984.079283300000000,4717296.614260000200000,30,1848176,98.000000000000000,57,1313,1813,354942,0,677,1220.863914600000000,7669,-2688.487612800000100,0,154,1,2094,1,0,202000000000.000000000000000,40.696203400000002,-89.621099999999998
68,68,68,212,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,6876.489504469999700,1732228.209190000100000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
69,69,69,317,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10828.597645899999000,5260885.629839999600000,12,739310,0.000000000000000,2,54,68,7344,0,0,488.378578399999980,0,-1075.381677600000100,0,27,3,6282,3,0,606000000000.000000000000000,122.098102299999990,-268.849588999999980
70,70,70,215,Fire Station 2,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,6605.696059220000300,2581261.875510000200000,21,1293726,0.000000000000000,6,0,0,46500,0,0,854.644189699999970,0,-1881.783876600000000,0,72,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
71,71,71,316,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,13023.769715099999000,5489199.301550000000000,64,3942781,318.000000000000000,54,815,1182,199635,33,779,2604.773260900000000,13855,-5734.942997700000000,0,160,3,6282,3,0,606000000000.000000000000000,122.101216600000000,-268.826904599999980
72,72,72,313,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8714.222781489999800,3648772.843080000000000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
73,73,73,310,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10620.689762000000000,5051171.304410000300000,2,123218,0.000000000000000,1,0,0,3000,0,0,81.419627899999995,0,-179.206880899999990,0,3,5,10470,5,0,1010000000000.000000000000000,203.553383400000000,-448.031062400000000
74,74,74,302,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,7107.875936329999600,1847415.351790000000000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,2,4188,2,0,404000000000.000000000000000,81.417189699999994,-179.281278600000010
75,75,75,303,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,13686.535165499999000,9468385.822650000500000,1,61604,0.000000000000000,0,0,0,0,0,0,40.708893099999997,0,-89.630969699999994,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
76,76,76,309,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9766.046421729999600,3837034.023450000200000,2,123218,0.000000000000000,0,0,0,0,0,100,81.421043699999998,0,-179.227349500000000,0,6,2,4188,2,0,404000000000.000000000000000,81.418749000000005,-179.221819000000010
77,77,77,308,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8020.898886840000200,3285897.341229999900000,3,184831,0.000000000000000,2,0,0,23000,0,0,122.150188000000000,0,-268.809096500000010,0,17,4,8376,4,0,808000000000.000000000000000,162.871566000000000,-358.402211000000020
78,78,78,306,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10387.431983300001000,3319477.217900000000000,1,61604,0.000000000000000,0,0,0,0,0,0,40.714549499999997,0,-89.613321900000003,0,0,3,6282,3,0,606000000000.000000000000000,122.144298300000000,-268.842156300000000
79,79,79,307,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10701.033559800000000,5562671.562459999700000,4,246436,72.000000000000000,3,170,270,14900,0,94,162.873554300000000,0,-358.414624399999980,0,28,8,16752,8,0,1616000000000.000000000000000,325.735082400000010,-716.860401199999960
80,80,80,301,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,7860.051163410000300,2919820.923589999800000,1,61604,0.000000000000000,0,0,0,0,0,0,40.711571700000000,0,-89.639065599999995,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
81,81,81,305,Fire Station 3,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10474.256056599999000,4739629.015669999600000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,4,8376,4,0,808000000000.000000000000000,162.865219999999990,-358.472232000000020
82,82,82,1108,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,5625.472259790000000,1436551.838200000100000,2,123218,0.000000000000000,1,0,0,1000,0,48,81.440944799999997,0,-179.208887699999990,0,22,1,2094,1,0,202000000000.000000000000000,40.720796999999997,-89.609716000000006
83,83,83,1109,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,7068.022680240000200,1692538.753439999900000,1,61614,0.000000000000000,0,0,0,0,0,0,40.719495299999998,0,-89.613183500000005,0,11,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
84,84,84,1117,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11729.086368300001000,5084864.763319999900000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,3,6282,3,0,606000000000.000000000000000,122.170440000000000,-268.808566999999980
85,85,85,1107,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11137.389042000001000,5497773.946709999800000,3,184822,0.000000000000000,0,0,0,1800,0,0,122.173255000000000,0,-268.835672900000020,0,33,5,10470,5,0,1010000000000.000000000000000,203.611183700000000,-448.071499000000020
86,86,86,1106,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8481.864662539999700,4331743.732870000400000,20,1232140,60.000000000000000,12,95,325,41125,0,545,814.551903199999970,0,-1792.310674500000000,0,193,2,4188,2,0,404000000000.000000000000000,81.461596400000005,-179.228034500000010
87,87,87,1114,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9269.271983579999900,5231034.326990000000000,14,862566,42.000000000000000,6,0,0,132470,0,1181,570.195612999999980,11900,-1254.526407900000100,0,116,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
88,88,88,1116,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,7818.867312160000400,3144021.498759999900000,3,184812,12.000000000000000,4,115,180,52925,0,975,122.194277700000000,3918,-268.802275700000000,0,33,1,2094,1,0,202000000000.000000000000000,40.736077000000002,-89.601955000000004
89,89,89,1113,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11919.097384500001000,7455684.158970000200000,5,308060,0.000000000000000,1,0,0,20000,0,20,203.663459200000010,0,-448.035680000000010,0,44,3,6282,4,0,606000000000.000000000000000,122.206244000000000,-268.828609099999990
90,90,90,1105,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12344.200700800000000,8873227.613169999800000,34,2094817,86.000000000000000,42,85,100,578650,380,370,1385.050356100000000,15904,-3047.048234100000200,1351060,370,2,4188,2,0,404000000000.000000000000000,81.476687999999996,-179.245338000000000
91,91,91,1115,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10081.973796300001000,3729666.204919999900000,2,123228,12.000000000000000,1,30,60,1800,0,0,81.481401000000005,0,-179.203708799999990,0,11,1,2094,1,0,202000000000.000000000000000,40.737192999999998,-89.598079999999996
92,92,92,1112,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11147.250780099999000,5463699.623929999800000,49,3019076,355.000000000000000,39,1100,2296,312680,16,2123,1996.254358100000000,15828,-4390.657172399999600,0,513,1,2094,1,0,202000000000.000000000000000,40.741386900000002,-89.606935500000006
93,93,93,1103,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12010.183446700001000,4303718.384999999800000,5,308070,0.000000000000000,11,0,0,251800,411,0,203.706089600000010,3977,-448.119879299999980,0,48,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
94,94,94,1104,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,6523.476039209999700,2747860.148209999800000,1,61614,0.000000000000000,0,0,0,0,0,0,40.740161000000001,0,-89.615904000000000,0,11,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
95,95,95,1111,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,13207.073822200000000,6258343.706340000000000,18,1109052,187.000000000000000,17,860,1120,519890,4,160,733.455189000000020,0,-1612.858054600000100,0,199,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
96,96,96,1102,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8801.215230910000200,4487258.111920000100000,33,2033262,239.000000000000000,31,665,753,156255,17,489,1344.670192500000000,3942,-2957.334674600000200,0,344,1,2094,1,0,202000000000.000000000000000,40.744948000000001,-89.614002999999997
97,97,97,1110,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11029.291071000000000,5591210.447870000300000,41,2526174,303.000000000000000,33,665,1090,350055,104,313,1670.577479300000000,17850,-3673.984658100000200,0,393,1,2094,1,0,202000000000.000000000000000,40.746721000000001,-89.611467000000005
98,98,98,1101,Fire Station 11,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,4722.803377539999900,998449.980058999960000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
99,99,99,1320,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11787.452605600000000,4722100.455550000100000,1,61604,0.000000000000000,2,0,0,64600,0,0,40.715772000000001,1962,-89.633390399999996,0,13,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
100,100,100,1319,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11794.934827200001000,8281584.050160000100000,4,246427,0.000000000000000,1,0,0,9000,0,297,162.893332399999990,2017,-358.520166700000000,0,39,2,4188,2,0,404000000000.000000000000000,81.442455800000005,-179.261797699999990
101,101,101,1318,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9987.082870500000400,5779856.089820000300000,2,123208,0.000000000000000,2,0,0,36000,1,0,81.448713499999997,0,-179.266903200000000,0,26,1,2094,1,0,202000000000.000000000000000,40.720829999999999,-89.637224000000003
102,102,102,1313,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11006.310478699999000,5724518.828950000000000,30,1848142,235.000000000000000,20,350,1100,156500,0,0,1221.578070300000000,0,-2689.415956299999800,0,390,10,20940,10,0,2020000000000.000000000000000,407.192608399999980,-896.456759799999990
103,103,103,1317,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10977.961147500000000,5038438.969109999900000,4,246416,25.000000000000000,4,0,0,55500,0,0,162.908632600000000,0,-358.533317000000010,0,39,1,2094,1,0,202000000000.000000000000000,40.727851000000001,-89.633816999999993
104,104,104,1316,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11476.677674099999000,6159125.959210000000000,3,184812,25.000000000000000,3,0,0,60700,0,466,122.176534399999990,1944,-268.871728399999990,0,26,4,8376,4,0,808000000000.000000000000000,162.914655200000000,-358.507772800000000
105,105,105,1312,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11004.991650800001000,6354991.141180000300000,4,246426,24.000000000000000,1,180,300,54000,0,56,162.912965399999990,0,-358.578010399999980,0,39,4,8376,4,0,808000000000.000000000000000,162.903554700000000,-358.590863599999980
106,106,106,1314,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12213.000456399999000,5135051.499619999900000,13,800917,114.000000000000000,15,110,95,308263,2,230,529.526783600000040,1975,-1165.225602000000000,0,156,3,6282,3,0,606000000000.000000000000000,122.198960600000010,-268.902314800000000
107,107,107,1311,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8284.937321460000000,3825730.124710000100000,11,677644,144.000000000000000,13,343,260,167950,0,0,448.041912599999990,0,-986.067056399999960,0,143,4,8376,4,0,808000000000.000000000000000,162.922189900000010,-358.582135400000030
108,108,108,1309,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,8581.307776800000300,4177997.906880000100000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
109,109,109,1315,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,7474.351945700000200,3423861.846890000200000,2,123219,10.000000000000000,2,265,160,62400,0,210,81.466072800000006,1956,-179.262262700000010,0,26,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
110,110,110,1310,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10866.837020900000000,5795085.551239999900000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,2,4188,2,0,404000000000.000000000000000,81.473013100000003,-179.272127600000000
111,111,111,1308,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10297.731734400000000,3542709.320259999900000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
112,112,112,1306,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,9012.260609090000800,4088329.111719999900000,78,4805808,0.000000000000000,79,0,0,1102244,263,1871,3177.778309700000100,149984,-6991.081468100000200,0,1014,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
113,113,113,1305,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,11726.378158000000000,8680200.369330000100000,35,2156460,146.000000000000000,22,251,335,156705,127,837,1425.991560600000000,13856,-3137.176373199999900,0,390,2,4188,2,0,404000000000.000000000000000,81.481348299999993,-179.268905499999990
114,114,114,1304,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12230.240524900000000,8329331.936090000000000,1,61615,0.000000000000000,0,0,0,1000,0,0,40.746817299999996,0,-89.641499699999997,0,13,1,2094,1,0,202000000000.000000000000000,40.742404999999998,-89.643438000000003
115,115,115,1303,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,14464.612750900000000,8484805.792269999200000,28,1725153,144.000000000000000,21,189,250,143207,2,560,1140.893032700000000,5960,-2509.592742100000100,0,315,1,2094,1,0,202000000000.000000000000000,40.748375000000003,-89.631642999999997
116,116,116,1302,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10712.574180600001000,4332998.117890000300000,15,924212,56.000000000000000,7,135,180,235978,0,489,611.250357700000000,10002,-1344.519252200000000,0,152,1,2094,1,0,202000000000.000000000000000,40.748364199999997,-89.640362400000001
117,117,117,1301,Fire Station 13,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10157.974588400000000,2195587.182330000200000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,1,2094,1,0,202000000000.000000000000000,40.754556999999998,-89.639757000000003
118,118,118,1616,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,10/4/2016 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12293.511551100000000,4959129.961790000100000,60,3696889,75.000000000000000,174,230,45,1135700,510,0,2445.527126399999800,0,-5378.563806299999700,0,960,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
119,119,119,1646,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,1/5/2017 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,14216.605684500000000,5005205.568860000000000,0,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
120,120,120,1626,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,1/5/2017 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12321.971352000000000,3022604.221789999900000,1,61614,0.000000000000000,0,0,0,0,0,0,40.752149000000003,2018,-89.629465900000000,0,16,1,2094,1,0,202000000000.000000000000000,40.752203999999999,-89.633425000000003
121,121,121,1632,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,1/5/2017 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,10491.580473000000000,6406172.517559999600000,2,123228,0.000000000000000,1,110,85,9350,0,2,81.510193599999994,1966,-179.223167100000010,0,32,4,8376,4,0,808000000000.000000000000000,163.015191200000000,-358.435754900000010
122,122,122,1645,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,1/5/2017 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,17368.141778199999000,7636196.231999999800000,20,1232269,64.000000000000000,15,196,350,30196,4,171,815.159510200000000,0,-1791.836931399999900,0,256,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
123,123,123,1625,Fire Station 16,City of Peoria,http://www.peoriagov.org/fire-department/, , , ,1,1/5/2017 0:00:00,COP\jbiller,GISDATA,1/5/2017 0:00:00,GISDATA,1/5/2017 0:00:00,12992.703720500000000,6642415.358690000100000,2,123229,0.000000000000000,4,0,0,82500,0,0,81.512524900000003,0,-179.272364500000010,0,35,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000
